date,avg_textblob_polarity,std_textblob_polarity,article_count,avg_custom_polarity,std_custom_polarity,total_positive_words,total_negative_words,avg_article_length,total_words,sentiment_intensity,sentiment_volatility,pos_neg_ratio
2021-06-29,0.0,0.0,2,0.0,0.0,0,0,295.0,80,0.0,0.0,0.0
2021-07-03,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2021-07-04,0.2014,,1,0.0,,0,0,286.0,40,0.2014,,0.0
2021-07-05,0.2667,0.2357,2,0.5,0.7071,2,0,286.5,82,0.2667,0.2357,2.0
2021-07-06,0.1007,0.1424,2,0.0,0.0,0,0,291.5,82,0.1007,0.1424,0.0
2021-07-08,0.0833,0.0236,2,0.5,0.7071,2,0,274.5,82,0.0833,0.0236,2.0
2021-07-09,0.0667,,1,1.0,,2,0,268.0,42,0.0667,,2.0
2021-07-12,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-07-13,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2021-07-16,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2021-07-17,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-07-18,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-07-19,0.2014,,1,0.0,,0,0,294.0,42,0.2014,,0.0
2021-07-20,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2021-07-23,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2021-07-24,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2021-07-25,0.0,0.0,2,0.0,0.0,0,0,287.0,78,0.0,0.0,0.0
2021-07-26,0.1004,0.0674,4,0.75,0.5,6,0,272.5,164,0.1004,0.0674,6.0
2021-07-27,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2021-07-30,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-07-31,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2021-08-01,0.2004,0.1656,4,0.5,0.5774,5,0,282.0,162,0.2004,0.1656,5.0
2021-08-02,0.2014,,1,0.0,,0,0,295.0,42,0.2014,,0.0
2021-08-05,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2021-08-06,0.0667,,1,1.0,,2,0,268.0,42,0.0667,,2.0
2021-08-08,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-08-09,0.05,0.0707,2,0.0,0.0,0,0,285.0,80,0.05,0.0707,0.0
2021-08-11,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-08-12,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2021-08-13,0.0333,0.0471,2,0.5,0.7071,2,0,278.5,80,0.0333,0.0471,2.0
2021-08-14,0.1507,0.0717,2,0.0,0.0,0,0,283.5,80,0.1507,0.0717,0.0
2021-08-16,0.2116,0.2168,3,0.3333,0.5774,3,0,285.3333,120,0.2116,0.2168,3.0
2021-08-17,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-08-19,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2021-08-21,0.2667,0.2357,2,0.5,0.7071,3,0,286.5,82,0.2667,0.2357,3.0
2021-08-24,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-08-28,0.2116,0.2168,3,0.3333,0.5774,3,0,286.3333,122,0.2116,0.2168,3.0
2021-08-30,0.2014,,1,0.0,,0,0,282.0,40,0.2014,,0.0
2021-08-31,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-09-01,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2021-09-03,0.2014,,1,0.0,,0,0,288.0,42,0.2014,,0.0
2021-09-04,0.2014,,1,0.0,,0,0,294.0,42,0.2014,,0.0
2021-09-05,0.1778,0.2269,3,0.3333,0.5774,3,0,286.0,120,0.1778,0.2269,3.0
2021-09-08,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2021-09-09,0.4333,,1,1.0,,3,0,291.0,42,0.4333,,3.0
2021-09-10,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2021-09-11,0.312,0.1716,2,0.5,0.7071,2,0,291.5,84,0.312,0.1716,2.0
2021-09-14,0.0333,0.0577,3,0.0,0.0,0,0,284.3333,118,0.0333,0.0577,0.0
2021-09-16,0.2667,0.2357,2,0.5,0.7071,3,0,286.5,82,0.2667,0.2357,3.0
2021-09-20,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2021-09-25,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2021-09-26,0.4333,0.0,2,0.6667,0.4714,4,1,292.0,84,0.4333,0.0,4.0
2021-09-28,0.0667,0.0,2,1.0,0.0,4,0,268.0,82,0.0667,0.0,4.0
2021-09-29,0.1906,,1,0.0,,0,0,283.0,40,0.1906,,0.0
2021-09-30,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2021-10-01,0.1507,0.0717,2,0.0,0.0,0,0,281.5,80,0.1507,0.0717,0.0
2021-10-03,0.0754,0.0964,4,0.0,0.0,0,0,284.75,158,0.0754,0.0964,0.0
2021-10-05,0.1507,0.0717,2,0.0,0.0,0,0,280.5,80,0.1507,0.0717,0.0
2021-10-06,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2021-10-07,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-10-08,0.2014,,1,0.0,,0,0,286.0,40,0.2014,,0.0
2021-10-09,0.0833,0.0236,2,0.5,0.7071,2,0,274.5,82,0.0833,0.0236,2.0
2021-10-10,0.1778,0.2269,3,0.3333,0.5774,2,0,285.0,120,0.1778,0.2269,2.0
2021-10-15,0.2449,0.1709,3,0.1111,0.1925,2,1,286.6667,122,0.2449,0.1709,2.0
2021-10-16,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2021-10-19,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-10-20,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-10-21,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-10-22,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-10-24,0.2014,,1,0.0,,0,0,284.0,40,0.2014,,0.0
2021-10-25,0.0833,0.0236,2,0.5,0.7071,2,0,271.5,80,0.0833,0.0236,2.0
2021-10-26,0.1778,0.2269,3,0.3333,0.5774,3,0,286.0,120,0.1778,0.2269,3.0
2021-10-27,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2021-10-29,0.087,0.0736,5,0.4,0.5477,4,0,282.4,204,0.087,0.0736,4.0
2021-10-30,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-11-01,0.2014,,1,0.0,,0,0,280.0,40,0.2014,,0.0
2021-11-03,0.0333,0.0471,2,0.5,0.7071,2,0,277.5,80,0.0333,0.0471,2.0
2021-11-04,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-11-05,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-11-07,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2021-11-08,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2021-11-11,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2021-11-12,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2021-11-13,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2021-11-14,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2021-11-16,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2021-11-17,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2021-11-18,0.25,0.2593,2,1.0,0.0,4,0,279.5,82,0.25,0.2593,4.0
2021-11-20,0.2014,,1,0.0,,0,0,278.0,40,0.2014,,0.0
2021-11-21,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-11-22,0.05,0.0707,2,0.0,0.0,0,0,283.0,78,0.05,0.0707,0.0
2021-11-25,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2021-11-27,0.4333,,1,1.0,,3,0,291.0,42,0.4333,,3.0
2021-11-30,0.2667,0.2357,2,0.5,0.7071,3,0,286.5,82,0.2667,0.2357,3.0
2021-12-02,0.0833,0.0236,2,0.5,0.7071,2,0,271.5,80,0.0833,0.0236,2.0
2021-12-04,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2021-12-06,0.2014,,1,0.0,,0,0,289.0,40,0.2014,,0.0
2021-12-08,0.2014,0.0,2,0.0,0.0,0,0,284.0,80,0.2014,0.0,0.0
2021-12-09,0.2014,,1,0.0,,0,0,288.0,42,0.2014,,0.0
2021-12-10,0.2167,0.3064,2,0.1667,0.2357,2,1,296.5,82,0.2167,0.3064,2.0
2021-12-11,0.0833,0.0236,2,0.5,0.7071,2,0,274.5,82,0.0833,0.0236,2.0
2021-12-13,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2021-12-15,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2021-12-17,0.2014,,1,0.0,,0,0,292.0,42,0.2014,,0.0
2021-12-18,0.2014,,1,0.0,,0,0,288.0,40,0.2014,,0.0
2021-12-22,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2021-12-24,0.3174,0.164,2,0.5,0.7071,3,0,289.5,82,0.3174,0.164,3.0
2021-12-25,0.1507,0.0717,2,0.0,0.0,0,0,286.5,82,0.1507,0.0717,0.0
2021-12-26,0.3222,0.1925,3,0.4444,0.5092,4,1,288.3333,124,0.3222,0.1925,4.0
2021-12-28,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2021-12-29,0.1507,0.0717,2,0.0,0.0,0,0,279.5,80,0.1507,0.0717,0.0
2021-12-30,0.2014,,1,0.0,,0,0,282.0,40,0.2014,,0.0
2021-12-31,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-01-02,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-01-03,0.2014,,1,0.0,,0,0,288.0,42,0.2014,,0.0
2022-01-04,0.2014,,1,0.0,,0,0,288.0,42,0.2014,,0.0
2022-01-05,0.4333,,1,1.0,,3,0,291.0,42,0.4333,,3.0
2022-01-07,0.0667,,1,1.0,,2,0,268.0,42,0.0667,,2.0
2022-01-09,0.1341,0.0953,2,0.5,0.7071,2,0,275.0,80,0.1341,0.0953,2.0
2022-01-10,0.1341,0.0953,2,0.5,0.7071,2,0,271.0,80,0.1341,0.0953,2.0
2022-01-11,0.2014,,1,0.0,,0,0,287.0,40,0.2014,,0.0
2022-01-12,0.1341,0.0953,2,0.5,0.7071,2,0,276.0,82,0.1341,0.0953,2.0
2022-01-13,0.0833,0.0236,2,0.5,0.7071,2,0,274.5,82,0.0833,0.0236,2.0
2022-01-14,0.2014,,1,0.0,,0,0,288.0,40,0.2014,,0.0
2022-01-15,0.0,0.0,2,0.0,0.0,0,0,293.0,78,0.0,0.0,0.0
2022-01-16,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-01-17,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2022-01-18,0.1667,0.2333,3,0.6667,0.5774,5,0,281.0,122,0.1667,0.2333,5.0
2022-01-20,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-01-21,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-01-22,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-01-23,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-01-24,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-01-26,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-01-27,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-01-29,0.2014,,1,0.0,,0,0,284.0,40,0.2014,,0.0
2022-01-30,0.0333,0.0471,2,0.5,0.7071,2,0,278.5,80,0.0333,0.0471,2.0
2022-02-03,0.2014,,1,0.0,,0,0,280.0,40,0.2014,,0.0
2022-02-05,0.2014,,1,0.0,,0,0,282.0,40,0.2014,,0.0
2022-02-08,0.1087,0.0638,4,0.5,0.5774,4,0,276.75,162,0.1087,0.0638,4.0
2022-02-10,0.0667,0.0,2,1.0,0.0,4,0,267.0,82,0.0667,0.0,4.0
2022-02-11,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-02-12,0.1286,0.0876,2,0.5,0.7071,2,0,275.5,80,0.1286,0.0876,2.0
2022-02-15,0.0894,0.1026,3,0.3333,0.5774,2,0,279.0,118,0.0894,0.1026,2.0
2022-02-16,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-02-18,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2022-02-21,0.4333,,1,1.0,,3,0,291.0,42,0.4333,,3.0
2022-02-22,0.0333,0.0471,2,0.5,0.7071,2,0,275.5,78,0.0333,0.0471,2.0
2022-02-24,0.2167,0.3064,2,0.5,0.7071,2,0,288.5,80,0.2167,0.3064,2.0
2022-02-25,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-02-26,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-02-27,0.1906,,1,0.0,,0,0,283.0,40,0.1906,,0.0
2022-02-28,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-03-01,0.25,0.2593,2,0.6667,0.4714,4,1,279.5,82,0.25,0.2593,4.0
2022-03-02,0.2667,0.2357,2,0.5,0.7071,2,0,286.5,82,0.2667,0.2357,2.0
2022-03-03,0.0667,,1,1.0,,2,0,268.0,42,0.0667,,2.0
2022-03-04,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-03-10,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-03-11,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-03-14,0.4333,,1,1.0,,3,0,291.0,42,0.4333,,3.0
2022-03-15,0.196,0.0077,2,0.0,0.0,0,0,282.5,80,0.196,0.0077,0.0
2022-03-18,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-03-19,0.0333,0.0471,2,0.5,0.7071,2,0,275.5,78,0.0333,0.0471,2.0
2022-03-20,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-03-21,0.2667,0.2357,2,0.5,0.7071,3,0,286.0,82,0.2667,0.2357,3.0
2022-03-23,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2022-03-26,0.2014,,1,0.0,,0,0,288.0,42,0.2014,,0.0
2022-03-27,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-03-29,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2022-03-30,0.3222,0.1925,3,0.4444,0.5092,4,1,288.3333,124,0.3222,0.1925,4.0
2022-03-31,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-04-01,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-04-02,0.1906,,1,0.0,,0,0,285.0,40,0.1906,,0.0
2022-04-04,0.2014,,1,0.0,,0,0,282.0,40,0.2014,,0.0
2022-04-05,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-04-07,0.1005,0.1007,3,0.0,0.0,0,0,282.0,118,0.1005,0.1007,0.0
2022-04-08,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2022-04-09,0.2667,0.2357,2,0.5,0.7071,2,0,286.5,82,0.2667,0.2357,2.0
2022-04-10,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-04-11,0.2014,,1,0.0,,0,0,284.0,40,0.2014,,0.0
2022-04-12,0.05,0.0707,2,0.0,0.0,0,0,282.0,78,0.05,0.0707,0.0
2022-04-14,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-04-17,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-04-20,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-04-21,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-04-25,0.312,0.1716,2,0.5,0.7071,3,0,287.5,82,0.312,0.1716,3.0
2022-04-27,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-04-28,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-05-03,0.0953,0.1348,2,0.0,0.0,0,0,287.0,80,0.0953,0.1348,0.0
2022-05-05,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-05-06,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-05-08,0.2167,0.3064,2,0.5,0.7071,3,0,296.0,82,0.2167,0.3064,3.0
2022-05-09,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-05-10,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-05-11,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-05-12,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-05-14,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-05-15,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-05-16,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-05-17,0.4333,,1,1.0,,2,0,291.0,42,0.4333,,2.0
2022-05-20,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-05-22,0.0667,0.0,3,1.0,0.0,6,0,267.3333,122,0.0667,0.0,6.0
2022-05-23,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2022-05-24,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2022-05-25,0.1444,0.2502,3,0.1111,0.1925,2,1,292.3333,120,0.1444,0.2502,2.0
2022-05-26,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-05-28,0.25,0.2593,2,1.0,0.0,5,0,279.5,84,0.25,0.2593,5.0
2022-05-29,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-05-30,0.0444,0.0385,3,0.6667,0.5774,4,0,272.3333,120,0.0444,0.0385,4.0
2022-05-31,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-06-01,0.3111,0.2117,3,0.7778,0.3849,7,1,284.3333,124,0.3111,0.2117,7.0
2022-06-02,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-06-03,0.05,0.0707,2,0.0,0.0,0,0,291.0,80,0.05,0.0707,0.0
2022-06-05,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-06-07,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2022-06-08,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-06-10,0.2014,,1,0.0,,0,0,295.0,42,0.2014,,0.0
2022-06-12,0.1341,0.0953,2,0.5,0.7071,2,0,280.0,82,0.1341,0.0953,2.0
2022-06-13,0.2014,,1,0.0,,0,0,286.0,40,0.2014,,0.0
2022-06-18,0.2167,0.3064,2,0.5,0.7071,2,0,288.5,80,0.2167,0.3064,2.0
2022-06-19,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-06-20,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-06-21,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-06-22,0.2167,0.3064,2,0.5,0.7071,2,0,290.0,82,0.2167,0.3064,2.0
2022-06-23,0.0444,0.0385,3,0.6667,0.5774,4,0,273.0,122,0.0444,0.0385,4.0
2022-06-25,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-06-26,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-06-28,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2022-06-29,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-07-02,0.0833,0.0236,2,0.5,0.7071,2,0,271.5,80,0.0833,0.0236,2.0
2022-07-04,0.1453,0.0641,2,0.0,0.0,0,0,281.0,80,0.1453,0.0641,0.0
2022-07-05,0.0556,0.0509,3,0.3333,0.5774,2,0,276.0,118,0.0556,0.0509,2.0
2022-07-07,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-07-10,0.0,0.0,2,0.0,0.0,0,0,287.0,78,0.0,0.0,0.0
2022-07-14,0.0833,0.0236,2,0.5,0.7071,2,0,273.5,80,0.0833,0.0236,2.0
2022-07-16,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-07-17,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2022-07-18,0.1227,0.0702,3,0.3333,0.5774,2,0,275.6667,120,0.1227,0.0702,2.0
2022-07-19,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-07-20,0.0833,0.0236,2,0.5,0.7071,2,0,274.5,82,0.0833,0.0236,2.0
2022-07-21,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-07-22,0.2014,,1,0.0,,0,0,286.0,40,0.2014,,0.0
2022-07-24,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-07-25,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-07-26,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-07-28,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-07-29,0.3174,0.164,2,0.5,0.7071,3,0,288.5,82,0.3174,0.164,3.0
2022-07-31,0.0,0.0,2,0.0,0.0,0,0,293.0,78,0.0,0.0,0.0
2022-08-02,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-08-05,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-08-06,0.2167,0.3064,2,0.5,0.7071,3,0,296.0,82,0.2167,0.3064,3.0
2022-08-07,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-08-09,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-08-12,0.0667,0.0,2,1.0,0.0,4,0,268.0,82,0.0667,0.0,4.0
2022-08-13,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-08-14,0.4333,0.0,2,0.6667,0.4714,4,1,292.5,84,0.4333,0.0,4.0
2022-08-17,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-08-18,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2022-08-20,0.15,0.1934,4,0.5,0.5774,5,0,281.0,162,0.15,0.1934,5.0
2022-08-24,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-08-27,0.2116,0.2168,3,0.3333,0.5774,3,0,287.3333,120,0.2116,0.2168,3.0
2022-08-28,0.1906,,1,0.0,,0,0,291.0,42,0.1906,,0.0
2022-09-02,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-09-03,0.1341,0.0953,2,0.5,0.7071,2,0,276.0,80,0.1341,0.0953,2.0
2022-09-06,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-09-07,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2022-09-08,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2022-09-09,0.1286,0.0876,2,0.5,0.7071,2,0,272.5,80,0.1286,0.0876,2.0
2022-09-12,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-09-13,0.2167,0.3064,2,0.5,0.7071,2,0,288.0,80,0.2167,0.3064,2.0
2022-09-14,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-09-15,0.0667,,1,1.0,,2,0,266.0,40,0.0667,,2.0
2022-09-16,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2022-09-17,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-09-19,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-09-20,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-09-22,0.1341,0.0953,2,0.5,0.7071,2,0,275.5,80,0.1341,0.0953,2.0
2022-09-23,0.0667,,1,1.0,,2,0,268.0,42,0.0667,,2.0
2022-09-24,0.1444,0.2502,3,0.3333,0.5774,3,0,294.0,122,0.1444,0.2502,3.0
2022-09-25,0.0,0.0,2,0.0,0.0,0,0,287.0,78,0.0,0.0,0.0
2022-09-26,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-10-02,0.2667,0.2357,2,0.1667,0.2357,2,1,286.5,82,0.2667,0.2357,2.0
2022-10-04,0.0333,0.0471,2,0.5,0.7071,2,0,281.5,80,0.0333,0.0471,2.0
2022-10-05,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-10-06,0.4333,,1,1.0,,2,0,292.0,42,0.4333,,2.0
2022-10-08,0.0556,0.0509,3,0.3333,0.5774,2,0,279.3333,120,0.0556,0.0509,2.0
2022-10-09,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-10-11,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-10-12,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-10-13,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-10-15,0.25,0.2593,2,1.0,0.0,5,0,280.0,84,0.25,0.2593,5.0
2022-10-17,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-10-18,0.4333,,1,0.3333,,2,1,293.0,42,0.4333,,2.0
2022-10-19,0.4333,,1,1.0,,3,0,292.0,42,0.4333,,3.0
2022-10-20,0.0,,1,0.0,,0,0,283.0,38,0.0,,0.0
2022-10-21,0.2014,,1,0.0,,0,0,288.0,40,0.2014,,0.0
2022-10-23,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-10-24,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2022-10-26,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-10-27,0.0667,,1,1.0,,2,0,262.0,40,0.0667,,2.0
2022-10-31,0.0,,1,0.0,,0,0,285.0,38,0.0,,0.0
2022-11-01,0.2286,0.143,4,0.25,0.5,2,0,285.0,162,0.2286,0.143,2.0
2022-11-02,0.05,0.0707,2,0.0,0.0,0,0,291.0,80,0.05,0.0707,0.0
2022-11-03,0.0667,,1,1.0,,2,0,268.0,40,0.0667,,2.0
2022-11-04,0.0,,1,0.0,,0,0,289.0,40,0.0,,0.0
2022-11-05,0.1341,0.0953,2,0.5,0.7071,2,0,278.5,82,0.1341,0.0953,2.0
2022-11-09,0.2014,,1,0.0,,0,0,280.0,40,0.2014,,0.0
2022-11-10,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-11-11,0.4333,,1,0.3333,,2,1,292.0,42,0.4333,,2.0
2022-11-12,0.2014,,1,0.0,,0,0,282.0,40,0.2014,,0.0
2022-11-15,0.1,,1,0.0,,0,0,281.0,40,0.1,,0.0
2022-11-17,0.2014,,1,0.0,,0,0,280.0,40,0.2014,,0.0
2022-11-18,0.0,,1,0.0,,0,0,301.0,40,0.0,,0.0
2022-11-19,0.1007,0.1424,2,0.0,0.0,0,0,294.0,80,0.1007,0.1424,0.0
2022-11-20,0.2014,,1,0.0,,0,0,278.0,40,0.2014,,0.0
2022-11-21,0.3174,0.164,2,0.5,0.7071,2,0,287.0,82,0.3174,0.164,2.0
2022-11-22,0.2014,,1,0.0,,0,0,286.0,40,0.2014,,0.0
2022-11-23,0.1341,0.0953,2,0.5,0.7071,2,0,272.0,80,0.1341,0.0953,2.0
2022-11-24,0.0667,0.0,2,1.0,0.0,4,0,265.0,80,0.0667,0.0,4.0
